id	file_name	composer	style	sections	num_bars	max_num_chords_per_bar	title	file_path	year	playlist	title_playlist	tune_key	tune_mode	beats	beat_time	cycle_fifths_order	year_truncated	structure	time_signature	tonality
456	dataset/jazz1350/I Can't Give You Anything But Love.xml	Jimmy McHugh	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Can't Give You Anything But Love	dataset/jazz1350/I Can't Give You Anything But Love.xml	1928.0	jazz1350	I Can't Give You Anything But Love [jazz1350]	F	major	4.0	4.0	-1.0	1928.0	ABAC	4/4	F major
457	dataset/jazz1350/I Concentrate On You.xml	Cole Porter	Up Tempo Swing	{'1': 'A', '17': 'B', '33': 'C', '49': 'D'}	64.0	2.0	I Concentrate On You	dataset/jazz1350/I Concentrate On You.xml	1939.0	jazz1350	I Concentrate On You [jazz1350]	Eb	major	4.0	4.0	-3.0	1939.0	ABCD	4/4	Eb major
458	dataset/jazz1350/I Could Have Danced All Night.xml	Frederick Loewe	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	2.0	I Could Have Danced All Night	dataset/jazz1350/I Could Have Danced All Night.xml	1956.0	jazz1350	I Could Have Danced All Night [jazz1350]	C	major	4.0	4.0	0.0	1956.0	ABCD	4/4	C major
459	dataset/jazz1350/I Could Write A Book.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Could Write A Book	dataset/jazz1350/I Could Write A Book.xml	1940.0	jazz1350	I Could Write A Book [jazz1350]	C	major	4.0	4.0	0.0	1940.0	ABAC	4/4	C major
460	dataset/jazz1350/I Cover The Waterfront.xml	Johnny Green	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Cover The Waterfront	dataset/jazz1350/I Cover The Waterfront.xml	1933.0	jazz1350	I Cover The Waterfront [jazz1350]	G	major	4.0	4.0	1.0	1933.0	AABA	4/4	G major
461	dataset/jazz1350/I Cried For You.xml	Freed-Arnheim-Lyman	Ballad	{'1': 'A', '17': 'B', '33': 'A'}	40.0	2.0	I Cried For You	dataset/jazz1350/I Cried For You.xml	1923.0	jazz1350	I Cried For You [jazz1350]	F	major	4.0	4.0	-1.0	1923.0	ABA	4/4	F major
462	dataset/jazz1350/I Didn't Know About You.xml	Duke Ellington	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Didn't Know About You	dataset/jazz1350/I Didn't Know About You.xml	1944.0	jazz1350	I Didn't Know About You [jazz1350]	F	major	4.0	4.0	-1.0	1944.0	AABA	4/4	F major
463	dataset/jazz1350/I Didn't Know What Time It Was.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	4.0	I Didn't Know What Time It Was	dataset/jazz1350/I Didn't Know What Time It Was.xml	1939.0	jazz1350	I Didn't Know What Time It Was [jazz1350]	G	major	4.0	4.0	1.0	1939.0	AABA	4/4	G major
464	dataset/jazz1350/I Don't Know Enough About You.xml	Peggy Lee	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Don't Know Enough About You	dataset/jazz1350/I Don't Know Enough About You.xml	1946.0	jazz1350	I Don't Know Enough About You [jazz1350]	C	major	4.0	4.0	0.0	1946.0	AABA	4/4	C major
465	dataset/jazz1350/I Don't Want To Miss Mississippi.xml	Serger Ellis	Medium Swing	{'1': 'A', '17': 'A', '33': 'B'}	48.0	1.0	I Don't Want To Miss Mississippi	dataset/jazz1350/I Don't Want To Miss Mississippi.xml		jazz1350	I Don't Want To Miss Mississippi [jazz1350]	G	major	4.0	4.0	1.0		AAB	4/4	G major
466	dataset/jazz1350/I Fall In Love Too Easily.xml	Jule Styne	Ballad	{'1': 'A'}	16.0	3.0	I Fall In Love Too Easily	dataset/jazz1350/I Fall In Love Too Easily.xml	1944.0	jazz1350	I Fall In Love Too Easily [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	A	4/4	Eb major
467	dataset/jazz1350/I Get A Kick Out Of You.xml	Cole Porter	Medium Swing	{'1': 'A', '17': 'A', '33': 'B'}	48.0	2.0	I Get A Kick Out Of You	dataset/jazz1350/I Get A Kick Out Of You.xml	1934.0	jazz1350	I Get A Kick Out Of You [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	AAB	4/4	Eb major
468	dataset/jazz1350/I Get Along Without You.xml	Hoagy Carmichael	Ballad	{'1': 'A', '11': 'A', '18': 'B', '26': 'A'}	37.0	3.0	I Get Along Without You	dataset/jazz1350/I Get Along Without You.xml	1938.0	jazz1350	I Get Along Without You [jazz1350]	Bb	major	4.0	4.0	-2.0	1938.0	AABA	4/4	Bb major
469	dataset/jazz1350/I Got It Bad.xml	Duke Ellington	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	I Got It Bad	dataset/jazz1350/I Got It Bad.xml	1941.0	jazz1350	I Got It Bad [jazz1350]	G	major	4.0	4.0	1.0	1941.0	AABA	4/4	G major
470	dataset/jazz1350/I Got Rhythm.xml	George Gershwin	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	2.0	I Got Rhythm	dataset/jazz1350/I Got Rhythm.xml	1930.0	jazz1350	I Got Rhythm [jazz1350]	Bb	major	4.0	4.0	-2.0	1930.0	AABA	4/4	Bb major
471	dataset/jazz1350/I Got The Sun In The Morning.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	3.0	I Got The Sun In The Morning	dataset/jazz1350/I Got The Sun In The Morning.xml	1946.0	jazz1350	I Got The Sun In The Morning [jazz1350]	F	major	4.0	4.0	-1.0	1946.0	AABA	4/4	F major
472	dataset/jazz1350/I Gotta Right To Sing The Blues.xml	Harold Arlen	Ballad	{'1': 'A', '17': 'B'}	32.0	2.0	I Gotta Right To Sing The Blues	dataset/jazz1350/I Gotta Right To Sing The Blues.xml	1932.0	jazz1350	I Gotta Right To Sing The Blues [jazz1350]	Bb	major	4.0	4.0	-2.0	1932.0	AB	4/4	Bb major
473	dataset/jazz1350/I Guess I'll Hang My Tears Out To Dry.xml	Jule Styne	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	2.0	I Guess I'll Hang My Tears Out To Dry	dataset/jazz1350/I Guess I'll Hang My Tears Out To Dry.xml	1944.0	jazz1350	I Guess I'll Hang My Tears Out To Dry [jazz1350]	C	major	4.0	4.0	0.0	1944.0	AABA	4/4	C major
474	dataset/jazz1350/I Guess I'll Have To Change My Plan.xml	Arthur Schwartz	Ballad	{'1': 'A', '9': 'B', '13': 'C'}	20.0	2.0	I Guess I'll Have To Change My Plan	dataset/jazz1350/I Guess I'll Have To Change My Plan.xml	1929.0	jazz1350	I Guess I'll Have To Change My Plan [jazz1350]	C	major	4.0	4.0	0.0	1929.0	ABC	4/4	C major
475	dataset/jazz1350/I Hadn't Anyone Till You.xml	Ray Noble	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	I Hadn't Anyone Till You	dataset/jazz1350/I Hadn't Anyone Till You.xml	1938.0	jazz1350	I Hadn't Anyone Till You [jazz1350]	F	major	4.0	4.0	-1.0	1938.0	AB	4/4	F major
476	dataset/jazz1350/I Have Dreamed.xml	Rodgers-Hammerstein	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	36.0	2.0	I Have Dreamed	dataset/jazz1350/I Have Dreamed.xml	1951.0	jazz1350	I Have Dreamed [jazz1350]	F	major	4.0	4.0	-1.0	1951.0	ABCD	4/4	F major
477	dataset/jazz1350/I Hear A Rhapsody.xml	Fragos-Baker-Gasparre	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Hear A Rhapsody	dataset/jazz1350/I Hear A Rhapsody.xml	1941.0	jazz1350	I Hear A Rhapsody [jazz1350]	Eb	major	4.0	4.0	-3.0	1941.0	AABA	4/4	Eb major
478	dataset/jazz1350/I Hear Music.xml	Burton Lane	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	34.0	2.0	I Hear Music	dataset/jazz1350/I Hear Music.xml	1940.0	jazz1350	I Hear Music [jazz1350]	F	major	4.0	4.0	-1.0	1940.0	AABA	4/4	F major
479	dataset/jazz1350/I Left My Heart In San Francisco.xml	George Cory	Ballad	{'1': 'A', '9': 'B', '17': 'A'}	32.0	2.0	I Left My Heart In San Francisco	dataset/jazz1350/I Left My Heart In San Francisco.xml	1954.0	jazz1350	I Left My Heart In San Francisco [jazz1350]	Bb	major	4.0	4.0	-2.0	1954.0	ABA	4/4	Bb major
480	dataset/jazz1350/I Let A Song Go Out Of My Heart.xml	Duke Ellington	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	I Let A Song Go Out Of My Heart	dataset/jazz1350/I Let A Song Go Out Of My Heart.xml	1938.0	jazz1350	I Let A Song Go Out Of My Heart [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	AABA	4/4	Eb major
481	dataset/jazz1350/I Like The Likes Of You.xml	Vernon Duke	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Like The Likes Of You	dataset/jazz1350/I Like The Likes Of You.xml	1933.0	jazz1350	I Like The Likes Of You [jazz1350]	Eb	major	4.0	4.0	-3.0	1933.0	AABA	4/4	Eb major
482	dataset/jazz1350/I Love Being Here With You.xml	Bill Schluger, Peggy Lee	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	2.0	I Love Being Here With You	dataset/jazz1350/I Love Being Here With You.xml		jazz1350	I Love Being Here With You [jazz1350]	Bb	major	4.0	4.0	-2.0		AABC	4/4	Bb major
483	dataset/jazz1350/I Love Paris.xml	Cole Porter	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	I Love Paris	dataset/jazz1350/I Love Paris.xml	1953.0	jazz1350	I Love Paris [jazz1350]	C	minor	4.0	4.0	-3.0	1953.0	AB	4/4	C minor
484	dataset/jazz1350/I Love You.xml	Cole Porter	Medium Up Swing	{'1': 'A', '17': 'B'}	32.0	2.0	I Love You	dataset/jazz1350/I Love You.xml	1943.0	jazz1350	I Love You [jazz1350]	F	major	4.0	4.0	-1.0	1943.0	AB	4/4	F major
485	dataset/jazz1350/I Loves You Porgy.xml	George Gershwin	Ballad	{'1': 'A', '9': 'A', '17': 'B', '27': 'A'}	34.0	3.0	I Loves You Porgy	dataset/jazz1350/I Loves You Porgy.xml	1935.0	jazz1350	I Loves You Porgy [jazz1350]	F	major	4.0	4.0	-1.0	1935.0	AABA	4/4	F major
486	dataset/jazz1350/I May Be Wrong.xml	Henry Sullivan	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	2.0	I May Be Wrong	dataset/jazz1350/I May Be Wrong.xml	1929.0	jazz1350	I May Be Wrong [jazz1350]	Eb	major	4.0	4.0	-3.0	1929.0	AABC	4/4	Eb major
487	dataset/jazz1350/I Mean You.xml	Thelonious Monk	Medium Swing	{'1': 'intro', '5': 'A', '13': 'A', '21': 'B', '29': 'A'}	36.0	1.0	I Mean You	dataset/jazz1350/I Mean You.xml	1947.0	jazz1350	I Mean You [jazz1350]	F	major	4.0	4.0	-1.0	1947.0	introAABA	4/4	F major
488	dataset/jazz1350/I Only Have Eyes For You.xml	Harry Warren	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	36.0	2.0	I Only Have Eyes For You	dataset/jazz1350/I Only Have Eyes For You.xml	1934.0	jazz1350	I Only Have Eyes For You [jazz1350]	C	major	4.0	4.0	0.0	1934.0	AABC	4/4	C major
489	dataset/jazz1350/I Remember Clifford.xml	Benny Golson	Ballad	{'1': 'intro', '7': 'A', '15': 'A', '27': 'B', '31': 'A'}	38.0	4.0	I Remember Clifford	dataset/jazz1350/I Remember Clifford.xml	1957.0	jazz1350	I Remember Clifford [jazz1350]	Eb	major	4.0	4.0	-3.0	1957.0	introAABA	4/4	Eb major
490	dataset/jazz1350/I Remember You.xml	Victor Schertzinger	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	2.0	I Remember You	dataset/jazz1350/I Remember You.xml	1942.0	jazz1350	I Remember You [jazz1350]	F	major	4.0	4.0	-1.0	1942.0	AABA	4/4	F major
491	dataset/jazz1350/I See Your Face Before Me.xml	Arthur Schwartz	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	3.0	I See Your Face Before Me	dataset/jazz1350/I See Your Face Before Me.xml	1937.0	jazz1350	I See Your Face Before Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1937.0	ABAC	4/4	Eb major
492	dataset/jazz1350/I Should Care.xml	Cahn-Stordahl-Weston	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Should Care	dataset/jazz1350/I Should Care.xml	1944.0	jazz1350	I Should Care [jazz1350]	C	major	4.0	4.0	0.0	1944.0	ABAC	4/4	C major
493	dataset/jazz1350/I Surrender Dear.xml	Harry Barris	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	I Surrender Dear	dataset/jazz1350/I Surrender Dear.xml	1931.0	jazz1350	I Surrender Dear [jazz1350]	C	major	4.0	4.0	0.0	1931.0	AABA	4/4	C major
494	dataset/jazz1350/I Think Of You.xml	Elliot-Marcotte	Medium Swing	{'1': 'A', '11': 'A', '21': 'B', '29': 'A'}	38.0	2.0	I Think Of You	dataset/jazz1350/I Think Of You.xml		jazz1350	I Think Of You [jazz1350]	C	major	4.0	4.0	0.0		AABA	4/4	C major
495	dataset/jazz1350/I Thought About You.xml	Jimmy Van Heusen	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Thought About You	dataset/jazz1350/I Thought About You.xml	1939.0	jazz1350	I Thought About You [jazz1350]	F	major	4.0	4.0	-1.0	1939.0	ABAC	4/4	F major
496	dataset/jazz1350/I Used To Be Color Blind.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	3.0	I Used To Be Color Blind	dataset/jazz1350/I Used To Be Color Blind.xml	1938.0	jazz1350	I Used To Be Color Blind [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	ABAC	4/4	Eb major
497	dataset/jazz1350/I Want To Be Happy.xml	Vincent Youmans	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Want To Be Happy	dataset/jazz1350/I Want To Be Happy.xml	1925.0	jazz1350	I Want To Be Happy [jazz1350]	C	major	4.0	4.0	0.0	1925.0	AABA	4/4	C major
498	dataset/jazz1350/I Want To Talk About You.xml	Billy Eckstine	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	I Want To Talk About You	dataset/jazz1350/I Want To Talk About You.xml		jazz1350	I Want To Talk About You [jazz1350]	Eb	major	4.0	4.0	-3.0		AABA	4/4	Eb major
499	dataset/jazz1350/I Was Doing All Right.xml	George Gershwin	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	34.0	3.0	I Was Doing All Right	dataset/jazz1350/I Was Doing All Right.xml	1937.0	jazz1350	I Was Doing All Right [jazz1350]	Ab	major	4.0	4.0	-4.0	1937.0	AABA	4/4	Ab major
500	dataset/jazz1350/I Will Wait For You.xml	Michel Legrand	Medium Swing	{'1': 'A', '17': 'A', '33': 'B'}	42.0	2.0	I Will Wait For You	dataset/jazz1350/I Will Wait For You.xml	1965.0	jazz1350	I Will Wait For You [jazz1350]	F	major	4.0	4.0	-1.0	1965.0	AAB	4/4	F major
501	dataset/jazz1350/I Wish I Knew How It Would Feel To Be Free.xml	Billy Taylor	Even 8ths	{'1': 'A'}	16.0	3.0	I Wish I Knew How It Would Feel To Be Free	dataset/jazz1350/I Wish I Knew How It Would Feel To Be Free.xml	1964.0	jazz1350	I Wish I Knew How It Would Feel To Be Free [jazz1350]	F	major	4.0	4.0	-1.0	1964.0	A	4/4	F major
502	dataset/jazz1350/I Wish I Knew.xml	Harry Warren	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Wish I Knew	dataset/jazz1350/I Wish I Knew.xml		jazz1350	I Wish I Knew [jazz1350]	G	major	4.0	4.0	1.0		ABAC	4/4	G major
503	dataset/jazz1350/I Wish I Were In Love Again.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Wish I Were In Love Again	dataset/jazz1350/I Wish I Were In Love Again.xml	1937.0	jazz1350	I Wish I Were In Love Again [jazz1350]	G	major	4.0	4.0	1.0	1937.0	AABA	4/4	G major
504	dataset/jazz1350/I Wish You Love.xml	Charles Trenet	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Wish You Love	dataset/jazz1350/I Wish You Love.xml	1946.0	jazz1350	I Wish You Love [jazz1350]	Eb	major	4.0	4.0	-3.0	1946.0	AABA	4/4	Eb major
505	dataset/jazz1350/I Won't Dance.xml	Jerome Kern	Medium Swing	{'1': 'A', '13': 'A', '29': 'B', '45': 'A'}	60.0	2.0	I Won't Dance	dataset/jazz1350/I Won't Dance.xml	1934.0	jazz1350	I Won't Dance [jazz1350]	C	major	4.0	4.0	0.0	1934.0	AABA	4/4	C major
506	dataset/jazz1350/I'll Be Around.xml	Alec Wilder	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	I'll Be Around	dataset/jazz1350/I'll Be Around.xml	1942.0	jazz1350	I'll Be Around [jazz1350]	C	major	4.0	4.0	0.0	1942.0	AABA	4/4	C major
507	dataset/jazz1350/I'll Be Seeing You.xml	Sammy Fain	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	I'll Be Seeing You	dataset/jazz1350/I'll Be Seeing You.xml	1938.0	jazz1350	I'll Be Seeing You [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	AB	4/4	Eb major
508	dataset/jazz1350/I'll Close My Eyes.xml	Reid-Kaye	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I'll Close My Eyes	dataset/jazz1350/I'll Close My Eyes.xml	1945.0	jazz1350	I'll Close My Eyes [jazz1350]	F	major	4.0	4.0	-1.0	1945.0	ABAC	4/4	F major
509	dataset/jazz1350/I'll Get By (As Long As I Have You).xml	Ahlert-Turk	Medium Swing	{'1': 'A', '15': 'B'}	28.0	2.0	I'll Get By (As Long As I Have You)	dataset/jazz1350/I'll Get By (As Long As I Have You).xml	1928.0	jazz1350	I'll Get By (As Long As I Have You) [jazz1350]	C	major	4.0	4.0	0.0	1928.0	AB	4/4	C major
510	dataset/jazz1350/I'll Never Be The Same.xml	Khan-Malneck-Signorelli	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	I'll Never Be The Same	dataset/jazz1350/I'll Never Be The Same.xml	1932.0	jazz1350	I'll Never Be The Same [jazz1350]	G	major	4.0	4.0	1.0	1932.0	AB	4/4	G major
511	dataset/jazz1350/I'll Only Miss Her When I Think Of Her.xml	Cahn-Van Heusen	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	38.0	2.0	I'll Only Miss Her When I Think Of Her	dataset/jazz1350/I'll Only Miss Her When I Think Of Her.xml		jazz1350	I'll Only Miss Her When I Think Of Her [jazz1350]	G	major	4.0	4.0	1.0		ABAC	4/4	G major
512	dataset/jazz1350/I'll Remember April.xml	Raye-DePaul	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	I'll Remember April	dataset/jazz1350/I'll Remember April.xml	1941.0	jazz1350	I'll Remember April [jazz1350]	G	major	4.0	4.0	1.0	1941.0	AB	4/4	G major
513	dataset/jazz1350/I'll See You In My Dreams.xml	Jones-Kahn	Medium Up Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I'll See You In My Dreams	dataset/jazz1350/I'll See You In My Dreams.xml	1924.0	jazz1350	I'll See You In My Dreams [jazz1350]	F	major	4.0	4.0	-1.0	1924.0	ABAC	4/4	F major
514	dataset/jazz1350/I'll Take Romance.xml	Ben Oakland	Waltz	{'1': 'A', '17': 'A', '33': 'B'}	52.0	2.0	I'll Take Romance	dataset/jazz1350/I'll Take Romance.xml	1937.0	jazz1350	I'll Take Romance [jazz1350]	F	major	3.0	4.0	-1.0	1937.0	AAB	3/4	F major
515	dataset/jazz1350/I'm A Fool To Want You.xml	Herron-Sinatra-Wolf	Ballad	{'1': 'A', '9': 'A', '17': 'B', '33': 'A'}	40.0	2.0	I'm A Fool To Want You	dataset/jazz1350/I'm A Fool To Want You.xml	1951.0	jazz1350	I'm A Fool To Want You [jazz1350]	E	minor	4.0	4.0	1.0	1951.0	AABA	4/4	E minor
516	dataset/jazz1350/I'm All Smiles.xml	Leonard-Martin	Waltz	{'1': 'A', '17': 'A', '33': 'B', '49': 'C'}	78.0	2.0	I'm All Smiles	dataset/jazz1350/I'm All Smiles.xml	1964.0	jazz1350	I'm All Smiles [jazz1350]	D	major	3.0	4.0	2.0	1964.0	AABC	3/4	D major
517	dataset/jazz1350/I'm Always Chasing Rainbows.xml	Harry Carroll	Medium Swing	{'1': 'A', '17': 'B'}	32.0	3.0	I'm Always Chasing Rainbows	dataset/jazz1350/I'm Always Chasing Rainbows.xml	1917.0	jazz1350	I'm Always Chasing Rainbows [jazz1350]	G	major	4.0	4.0	1.0	1917.0	AB	4/4	G major
518	dataset/jazz1350/I'm Beginning To See The Light.xml	Hodges-James-Ellington	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	I'm Beginning To See The Light	dataset/jazz1350/I'm Beginning To See The Light.xml	1944.0	jazz1350	I'm Beginning To See The Light [jazz1350]	C	major	4.0	4.0	0.0	1944.0	AABA	4/4	C major
519	dataset/jazz1350/I'm Confessin' That I Love You.xml	Reynolds-Daugherty	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I'm Confessin' That I Love You	dataset/jazz1350/I'm Confessin' That I Love You.xml	1930.0	jazz1350	I'm Confessin' That I Love You [jazz1350]	Ab	major	4.0	4.0	-4.0	1930.0	AABA	4/4	Ab major
520	dataset/jazz1350/I'm Getting Sentimental Over You.xml	George Bassman	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	2.0	I'm Getting Sentimental Over You	dataset/jazz1350/I'm Getting Sentimental Over You.xml	1932.0	jazz1350	I'm Getting Sentimental Over You [jazz1350]	F	major	4.0	4.0	-1.0	1932.0	AABA	4/4	F major
521	dataset/jazz1350/I'm Glad There Is You.xml	Jimmy Dorsey	Ballad	{'1': 'A', '9': 'B', '17': 'C', '25': 'A'}	36.0	3.0	I'm Glad There Is You	dataset/jazz1350/I'm Glad There Is You.xml	1941.0	jazz1350	I'm Glad There Is You [jazz1350]	F	major	4.0	4.0	-1.0	1941.0	ABCA	4/4	F major
522	dataset/jazz1350/I'm Gonna Sit Right Down and Write Myself A Letter.xml	Fred Ahlert	Medium Swing	{'1': 'intro', '5': 'A', '21': 'A'}	36.0	2.0	I'm Gonna Sit Right Down and Write Myself A Letter	dataset/jazz1350/I'm Gonna Sit Right Down and Write Myself A Letter.xml	1935.0	jazz1350	I'm Gonna Sit Right Down and Write Myself A Letter [jazz1350]	G	major	4.0	4.0	1.0	1935.0	introAA	4/4	G major
523	dataset/jazz1350/I'm In The Mood For Love.xml	Jimmy McHugh	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I'm In The Mood For Love	dataset/jazz1350/I'm In The Mood For Love.xml	1935.0	jazz1350	I'm In The Mood For Love [jazz1350]	C	major	4.0	4.0	0.0	1935.0	AABA	4/4	C major
524	dataset/jazz1350/I'm Just A Lucky So-And-So.xml	Duke Ellington	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	I'm Just A Lucky So-And-So	dataset/jazz1350/I'm Just A Lucky So-And-So.xml	1945.0	jazz1350	I'm Just A Lucky So-And-So [jazz1350]	G	major	4.0	4.0	1.0	1945.0	AABA	4/4	G major
525	dataset/jazz1350/I'm Old Fashioned.xml	Jerome Kern	Medium Swing	{'1': 'A', '17': 'B', '25': 'C'}	36.0	2.0	I'm Old Fashioned	dataset/jazz1350/I'm Old Fashioned.xml	1942.0	jazz1350	I'm Old Fashioned [jazz1350]	F	major	4.0	4.0	-1.0	1942.0	ABC	4/4	F major
526	dataset/jazz1350/I'm Putting All My Eggs In One Basket.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I'm Putting All My Eggs In One Basket	dataset/jazz1350/I'm Putting All My Eggs In One Basket.xml	1936.0	jazz1350	I'm Putting All My Eggs In One Basket [jazz1350]	C	major	4.0	4.0	0.0	1936.0	AABA	4/4	C major
527	dataset/jazz1350/I'm Sitting On Top Of The World.xml	Louis-Henderson-Young	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I'm Sitting On Top Of The World	dataset/jazz1350/I'm Sitting On Top Of The World.xml	1925.0	jazz1350	I'm Sitting On Top Of The World [jazz1350]	F	major	4.0	4.0	-1.0	1925.0	AABA	4/4	F major
528	dataset/jazz1350/I'm Through With Love.xml	Kahn-Malneck-Livingston	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	I'm Through With Love	dataset/jazz1350/I'm Through With Love.xml		jazz1350	I'm Through With Love [jazz1350]	F	major	4.0	4.0	-1.0		AABA	4/4	F major
529	dataset/jazz1350/I've Found A New Baby.xml	Palmer-Williams	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	1.0	I've Found A New Baby	dataset/jazz1350/I've Found A New Baby.xml	1926.0	jazz1350	I've Found A New Baby [jazz1350]	F	major	4.0	4.0	-1.0	1926.0	AABA	4/4	F major
530	dataset/jazz1350/I've Got A Crush On You.xml	George Gershwin	Ballad	{'1': 'A', '9': 'B'}	18.0	3.0	I've Got A Crush On You	dataset/jazz1350/I've Got A Crush On You.xml	1928.0	jazz1350	I've Got A Crush On You [jazz1350]	Bb	major	4.0	4.0	-2.0	1928.0	AB	4/4	Bb major
531	dataset/jazz1350/I've Got My Love To Keep Me Warm.xml	Irving Berlin	Medium Swing	{'1': 'A', '17': 'A', '33': 'B', '41': 'A'}	56.0	2.0	I've Got My Love To Keep Me Warm	dataset/jazz1350/I've Got My Love To Keep Me Warm.xml	1936.0	jazz1350	I've Got My Love To Keep Me Warm [jazz1350]	Eb	major	4.0	4.0	-3.0	1936.0	AABA	4/4	Eb major
532	dataset/jazz1350/I've Got The World On A String.xml	Harold Arlen	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	I've Got The World On A String	dataset/jazz1350/I've Got The World On A String.xml	1932.0	jazz1350	I've Got The World On A String [jazz1350]	F	major	4.0	4.0	-1.0	1932.0	AABA	4/4	F major
533	dataset/jazz1350/I've Got You Under My Skin.xml	Cole Porter	Medium Swing	{'1': 'A', '17': 'B', '33': 'C', '41': 'D'}	56.0	2.0	I've Got You Under My Skin	dataset/jazz1350/I've Got You Under My Skin.xml	1936.0	jazz1350	I've Got You Under My Skin [jazz1350]	Eb	major	4.0	4.0	-3.0	1936.0	ABCD	4/4	Eb major
